,student_id,credits,study_time,program_grade,subject
12754,14982,0,98,94,美术
12755,14982,0,60,65,体育
12756,14983,3,159,60,语文
12757,14983,3,144,98,数学
12758,14983,2,60,68,英语
12759,14983,2,163,98,物理
12760,14983,2,213,88,化学
12761,14983,2,140,51,生物
12762,14983,0,186,55,政治
12763,14983,2,156,56,历史
12764,14983,2,60,56,地理
12765,14983,0,163,75,音乐
12766,14983,0,92,97,美术
12767,14983,0,220,99,体育
12768,14984,3,84,59,语文
12769,14984,3,65,61,数学
12770,14984,2,129,61,英语
12771,14984,2,120,53,物理
12772,14984,2,112,99,化学
12773,14984,2,209,81,生物
12774,14984,0,126,82,政治
12775,14984,2,62,76,历史
12776,14984,2,139,64,地理
12777,14984,0,216,55,音乐
12778,14984,0,223,72,美术
12779,14984,0,209,97,体育
12780,14985,3,187,51,语文
12781,14985,3,100,87,数学
12782,14985,2,237,94,英语
12783,14985,2,120,69,物理
12784,14985,2,110,78,化学
12785,14985,2,112,68,生物
12786,14985,0,150,87,政治
12787,14985,2,165,74,历史
12788,14985,2,168,82,地理
12789,14985,0,92,91,音乐
12790,14985,0,160,62,美术
12791,14985,0,76,66,体育
12792,14986,3,189,51,语文
12793,14986,3,137,75,数学
12794,14986,2,180,89,英语
12795,14986,2,202,70,物理
12796,14986,2,146,95,化学
12797,14986,2,128,73,生物
12798,14986,0,153,65,政治
12799,14986,2,97,75,历史
12800,14986,2,217,80,地理
12801,14986,0,115,81,音乐
12802,14986,0,63,54,美术
12803,14986,0,140,78,体育
12804,14987,3,68,94,语文
12805,14987,3,223,64,数学
12806,14987,2,81,70,英语
12807,14987,2,111,74,物理
12808,14987,2,108,91,化学
12809,14987,2,81,83,生物
12810,14987,0,83,93,政治
12811,14987,2,90,50,历史
12812,14987,2,210,85,地理
12813,14987,0,220,95,音乐
12814,14987,0,238,95,美术
12815,14987,0,170,92,体育
12816,14988,3,214,86,语文
12817,14988,3,152,64,数学
12818,14988,2,210,80,英语
12819,14988,2,120,65,物理
12820,14988,2,150,53,化学
12821,14988,2,103,60,生物
12822,14988,0,204,53,政治
12823,14988,2,175,53,历史
12824,14988,2,224,91,地理
12825,14988,0,116,64,音乐
12826,14988,0,162,51,美术
12827,14988,0,152,60,体育
12828,14989,3,113,96,语文
12829,14989,3,91,90,数学
12830,14989,2,153,64,英语
12831,14989,2,98,95,物理
12832,14989,2,91,75,化学
12833,14989,2,192,80,生物
12834,14989,0,121,76,政治
12835,14989,2,229,69,历史
12836,14989,2,63,51,地理
12837,14989,0,64,92,音乐
12838,14989,0,131,99,美术
12839,14989,0,185,69,体育
12840,14990,3,202,63,语文
12841,14990,3,67,93,数学
12842,14990,2,197,52,英语
12843,14990,2,76,77,物理
12844,14990,2,227,90,化学
12845,14990,2,119,51,生物
12846,14990,0,185,81,政治
12847,14990,2,118,86,历史
12848,14990,2,165,78,地理
12849,14990,0,189,79,音乐
12850,14990,0,202,77,美术
12851,14990,0,107,79,体育
12852,14991,3,233,68,语文
12853,14991,3,180,78,数学
12854,14991,2,104,58,英语
12855,14991,2,198,55,物理
12856,14991,2,192,85,化学
12857,14991,2,124,68,生物
12858,14991,0,84,99,政治
12859,14991,2,182,98,历史
12860,14991,2,176,53,地理
12861,14991,0,128,92,音乐
12862,14991,0,67,88,美术
12863,14991,0,94,86,体育
12864,14992,3,79,94,语文
12865,14992,3,171,93,数学
12866,14992,2,102,60,英语
12867,14992,2,208,99,物理
12868,14992,2,60,83,化学
12869,14992,2,220,77,生物
12870,14992,0,164,60,政治
12871,14992,2,187,78,历史
12872,14992,2,200,98,地理
12873,14992,0,69,92,音乐
12874,14992,0,84,50,美术
12875,14992,0,164,64,体育
12876,14993,3,122,73,语文
12877,14993,3,87,70,数学
12878,14993,2,84,60,英语
12879,14993,2,178,91,物理
12880,14993,2,85,98,化学
12881,14993,2,173,96,生物
12882,14993,0,213,96,政治
12883,14993,2,103,52,历史
12884,14993,2,85,69,地理
12885,14993,0,71,50,音乐
12886,14993,0,120,90,美术
12887,14993,0,122,96,体育
12888,14994,3,84,73,语文
12889,14994,3,128,83,数学
12890,14994,2,101,88,英语
12891,14994,2,166,99,物理
12892,14994,2,146,91,化学
12893,14994,2,200,89,生物
12894,14994,0,108,86,政治
12895,14994,2,199,83,历史
12896,14994,2,183,64,地理
12897,14994,0,239,92,音乐
12898,14994,0,163,72,美术
12899,14994,0,141,87,体育
12900,14995,3,93,86,语文
12901,14995,3,223,75,数学
12902,14995,2,225,84,英语
12903,14995,2,161,92,物理
12904,14995,2,116,71,化学
12905,14995,2,88,54,生物
12906,14995,0,218,99,政治
12907,14995,2,127,59,历史
12908,14995,2,178,92,地理
12909,14995,0,179,98,音乐
12910,14995,0,108,60,美术
12911,14995,0,166,98,体育
12912,14996,3,94,60,语文
12913,14996,3,219,59,数学
12914,14996,2,141,55,英语
12915,14996,2,128,62,物理
12916,14996,2,205,73,化学
12917,14996,2,160,99,生物
12918,14996,0,122,61,政治
12919,14996,2,165,53,历史
12920,14996,2,150,75,地理
12921,14996,0,225,64,音乐
12922,14996,0,217,60,美术
12923,14996,0,91,77,体育
12924,14997,3,90,87,语文
12925,14997,3,178,83,数学
12926,14997,2,61,85,英语
12927,14997,2,194,84,物理
12928,14997,2,93,79,化学
12929,14997,2,180,67,生物
12930,14997,0,145,55,政治
12931,14997,2,229,68,历史
12932,14997,2,214,71,地理
12933,14997,0,88,95,音乐
12934,14997,0,233,52,美术
12935,14997,0,159,64,体育
12936,14998,3,129,67,语文
12937,14998,3,106,69,数学
12938,14998,2,203,60,英语
12939,14998,2,62,70,物理
12940,14998,2,223,99,化学
12941,14998,2,205,82,生物
12942,14998,0,186,66,政治
12943,14998,2,167,59,历史
12944,14998,2,160,93,地理
12945,14998,0,167,89,音乐
12946,14998,0,164,81,美术
12947,14998,0,239,62,体育
12948,15505,3,175,77,语文
12949,15505,3,212,60,数学
12950,15505,2,236,77,英语
12951,15505,2,239,85,物理
12952,15505,2,89,71,化学
12953,15505,2,62,74,生物
12954,15505,0,238,78,政治
12955,15505,2,235,67,历史
12956,15505,2,193,55,地理
12957,15505,0,192,75,音乐
12958,15505,0,75,67,美术
12959,15505,0,223,73,体育
12960,14999,3,124,65,语文
12961,14999,3,132,68,数学
12962,14999,2,158,66,英语
12963,14999,2,85,75,物理
12964,14999,2,156,65,化学
12965,14999,2,107,70,生物
12966,14999,0,156,68,政治
12967,14999,2,60,78,历史
12968,14999,2,185,85,地理
12969,14999,0,142,76,音乐
12970,14999,0,113,57,美术
12971,14999,0,177,70,体育
12972,15000,3,77,96,语文
12973,15000,3,233,59,数学
12974,15000,2,156,61,英语
12975,15000,2,180,74,物理
12976,15000,2,226,77,化学
12977,15000,2,132,54,生物
12978,15000,0,110,51,政治
12979,15000,2,222,94,历史
12980,15000,2,114,61,地理
12981,15000,0,182,92,音乐
12982,15000,0,197,72,美术
12983,15000,0,179,59,体育
12984,15001,3,151,65,语文
12985,15001,3,206,54,数学
12986,15001,2,169,63,英语
12987,15001,2,194,65,物理
12988,15001,2,98,95,化学
12989,15001,2,223,88,生物
12990,15001,0,119,52,政治
12991,15001,2,226,76,历史
12992,15001,2,137,50,地理
12993,15001,0,171,69,音乐
12994,15001,0,179,90,美术
12995,15001,0,230,60,体育
12996,15009,3,222,87,语文
12997,15009,3,216,55,数学
12998,15009,2,134,93,英语
12999,15009,2,108,81,物理
13000,15009,2,118,85,化学
13001,15009,2,135,86,生物
13002,15009,0,228,60,政治
13003,15009,2,217,74,历史
13004,15009,2,92,87,地理
13005,15009,0,216,68,音乐
13006,15009,0,62,80,美术
13007,15009,0,140,54,体育
13008,15484,3,62,87,语文
13009,15484,3,69,97,数学
13010,15484,2,156,86,英语
13011,15484,2,172,80,物理
13012,15484,2,112,98,化学
13013,15484,2,201,79,生物
13014,15484,0,193,96,政治
13015,15484,2,139,93,历史
13016,15484,2,105,86,地理
13017,15484,0,152,82,音乐
13018,15484,0,97,65,美术
13019,15484,0,170,91,体育
13020,15485,3,209,99,语文
13021,15485,3,171,97,数学
13022,15485,2,69,53,英语
13023,15485,2,167,71,物理
13024,15485,2,101,99,化学
13025,15485,2,191,88,生物
13026,15485,0,76,68,政治
13027,15485,2,233,91,历史
13028,15485,2,171,63,地理
13029,15485,0,148,54,音乐
13030,15485,0,77,57,美术
13031,15485,0,76,77,体育
13032,15486,3,104,72,语文
13033,15486,3,97,93,数学
13034,15486,2,194,50,英语
13035,15486,2,225,51,物理
13036,15486,2,174,92,化学
13037,15486,2,78,65,生物
13038,15486,0,198,84,政治
13039,15486,2,189,93,历史
13040,15486,2,149,78,地理
13041,15486,0,206,58,音乐
13042,15486,0,187,77,美术
13043,15486,0,123,53,体育
13044,15487,3,63,60,语文
13045,15487,3,201,83,数学
13046,15487,2,161,62,英语
13047,15487,2,83,80,物理
13048,15487,2,87,68,化学
13049,15487,2,153,87,生物
13050,15487,0,192,73,政治
13051,15487,2,127,56,历史
13052,15487,2,96,55,地理
13053,15487,0,157,59,音乐
13054,15487,0,93,69,美术
13055,15487,0,100,79,体育
13056,15488,3,124,54,语文
13057,15488,3,133,80,数学
13058,15488,2,95,89,英语
13059,15488,2,74,63,物理
13060,15488,2,81,63,化学
13061,15488,2,168,96,生物
13062,15488,0,163,75,政治
13063,15488,2,144,67,历史
13064,15488,2,60,68,地理
13065,15488,0,108,55,音乐
13066,15488,0,166,80,美术
13067,15488,0,94,66,体育
13068,15489,3,155,92,语文
13069,15489,3,61,98,数学
13070,15489,2,228,67,英语
13071,15489,2,127,59,物理
13072,15489,2,226,76,化学
13073,15489,2,197,94,生物
13074,15489,0,64,58,政治
13075,15489,2,218,93,历史
13076,15489,2,132,91,地理
13077,15489,0,130,91,音乐
13078,15489,0,183,74,美术
13079,15489,0,91,54,体育
13080,15490,3,143,90,语文
13081,15490,3,116,50,数学
13082,15490,2,204,82,英语
13083,15490,2,186,96,物理
13084,15490,2,230,93,化学
13085,15490,2,72,51,生物
13086,15490,0,88,83,政治
13087,15490,2,80,50,历史
13088,15490,2,183,93,地理
13089,15490,0,73,78,音乐
13090,15490,0,233,66,美术
13091,15490,0,206,90,体育
13092,15491,3,111,66,语文
13093,15491,3,122,54,数学
13094,15491,2,134,87,英语
13095,15491,2,221,57,物理
13096,15491,2,73,57,化学
13097,15491,2,169,63,生物
13098,15491,0,169,69,政治
13099,15491,2,61,51,历史
13100,15491,2,153,73,地理
13101,15491,0,76,78,音乐
13102,15491,0,108,71,美术
13103,15491,0,66,62,体育
13104,15492,3,92,50,语文
13105,15492,3,206,68,数学
13106,15492,2,75,62,英语
13107,15492,2,76,73,物理
13108,15492,2,108,65,化学
13109,15492,2,211,59,生物
13110,15492,0,85,79,政治
13111,15492,2,105,80,历史
13112,15492,2,181,94,地理
13113,15492,0,73,67,音乐
13114,15492,0,121,66,美术
13115,15492,0,131,78,体育
13116,15493,3,195,73,语文
13117,15493,3,228,69,数学
13118,15493,2,223,84,英语
13119,15493,2,139,66,物理
13120,15493,2,121,62,化学
13121,15493,2,133,76,生物
13122,15493,0,85,86,政治
13123,15493,2,201,73,历史
13124,15493,2,82,93,地理
13125,15493,0,163,67,音乐
13126,15493,0,167,95,美术
13127,15493,0,152,93,体育
13128,15494,3,117,76,语文
13129,15494,3,91,65,数学
13130,15494,2,83,98,英语
13131,15494,2,235,88,物理
13132,15494,2,153,98,化学
13133,15494,2,98,60,生物
13134,15494,0,220,90,政治
13135,15494,2,233,62,历史
13136,15494,2,80,84,地理
13137,15494,0,239,67,音乐
13138,15494,0,234,87,美术
13139,15494,0,234,60,体育
13140,15495,3,188,50,语文
13141,15495,3,68,79,数学
13142,15495,2,226,80,英语
13143,15495,2,211,63,物理
13144,15495,2,140,55,化学
13145,15495,2,154,77,生物
13146,15495,0,191,74,政治
13147,15495,2,127,71,历史
13148,15495,2,204,73,地理
13149,15495,0,183,65,音乐
13150,15495,0,137,55,美术
13151,15495,0,173,98,体育
13152,15496,3,95,66,语文
13153,15496,3,103,55,数学
13154,15496,2,77,64,英语
13155,15496,2,187,76,物理
13156,15496,2,62,91,化学
13157,15496,2,106,72,生物
13158,15496,0,203,61,政治
13159,15496,2,219,82,历史
13160,15496,2,80,70,地理
13161,15496,0,143,80,音乐
13162,15496,0,75,62,美术
13163,15496,0,205,88,体育
13164,15497,3,154,52,语文
13165,15497,3,182,69,数学
13166,15497,2,171,71,英语
13167,15497,2,67,61,物理
13168,15497,2,175,67,化学
13169,15497,2,106,76,生物
13170,15497,0,178,79,政治
13171,15497,2,216,99,历史
13172,15497,2,99,97,地理
13173,15497,0,109,65,音乐
13174,15497,0,206,72,美术
13175,15497,0,227,94,体育
13176,15498,3,143,50,语文
13177,15498,3,148,53,数学
13178,15498,2,88,97,英语
13179,15498,2,144,65,物理
13180,15498,2,177,80,化学
13181,15498,2,208,79,生物
13182,15498,0,68,77,政治
13183,15498,2,103,70,历史
13184,15498,2,167,57,地理
13185,15498,0,139,73,音乐
13186,15498,0,129,71,美术
13187,15498,0,69,85,体育
13188,15499,3,121,54,语文
13189,15499,3,223,80,数学
13190,15499,2,170,75,英语
13191,15499,2,131,82,物理
13192,15499,2,81,97,化学
13193,15499,2,133,77,生物
13194,15499,0,216,75,政治
13195,15499,2,110,66,历史
13196,15499,2,228,79,地理
13197,15499,0,204,97,音乐
13198,15499,0,123,74,美术
13199,15499,0,87,54,体育
13200,15500,3,225,71,语文
13201,15500,3,86,99,数学
13202,15500,2,64,88,英语
13203,15500,2,121,60,物理
13204,15500,2,163,76,化学
13205,15500,2,178,78,生物
13206,15500,0,202,66,政治
13207,15500,2,96,87,历史
13208,15500,2,168,97,地理
13209,15500,0,130,59,音乐
13210,15500,0,160,54,美术
13211,15500,0,222,68,体育
13212,15501,3,68,91,语文
13213,15501,3,196,69,数学
13214,15501,2,73,64,英语
13215,15501,2,115,55,物理
13216,15501,2,172,56,化学
13217,15501,2,116,97,生物
13218,15501,0,149,67,政治
13219,15501,2,80,51,历史
13220,15501,2,109,64,地理
13221,15501,0,80,72,音乐
13222,15501,0,239,82,美术
13223,15501,0,210,55,体育
13224,15503,3,87,66,语文
13225,15503,3,172,79,数学
13226,15503,2,127,72,英语
13227,15503,2,138,96,物理
13228,15503,2,191,81,化学
13229,15503,2,93,58,生物
13230,15503,0,149,56,政治
13231,15503,2,210,84,历史
13232,15503,2,149,56,地理
13233,15503,0,90,93,音乐
13234,15503,0,160,61,美术
13235,15503,0,188,74,体育
13236,15507,3,116,70,语文
13237,15507,3,66,67,数学
13238,15507,2,190,59,英语
13239,15507,2,153,62,物理
13240,15507,2,70,59,化学
13241,15507,2,124,61,生物
13242,15507,0,97,79,政治
13243,15507,2,103,84,历史
13244,15507,2,125,50,地理
13245,15507,0,60,90,音乐
13246,15507,0,142,85,美术
13247,15507,0,138,76,体育
13248,15511,3,132,97,语文
13249,15511,3,153,88,数学
13250,15511,2,191,63,英语
13251,15511,2,75,51,物理
13252,15511,2,108,63,化学
13253,15511,2,203,59,生物
13254,15511,0,74,57,政治
13255,15511,2,166,72,历史
13256,15511,2,234,68,地理
13257,15511,0,149,83,音乐
13258,15511,0,136,88,美术
13259,15511,0,62,62,体育
13260,15515,3,82,50,语文
13261,15515,3,80,66,数学
13262,15515,2,219,61,英语
13263,15515,2,111,68,物理
13264,15515,2,231,65,化学
13265,15515,2,204,90,生物
13266,15515,0,120,96,政治
13267,15515,2,225,88,历史
13268,15515,2,69,60,地理
13269,15515,0,162,51,音乐
13270,15515,0,119,69,美术
13271,15515,0,121,69,体育
13272,15519,3,152,59,语文
13273,15519,3,94,97,数学
13274,15519,2,186,88,英语
13275,15519,2,189,57,物理
13276,15519,2,217,50,化学
13277,15519,2,213,91,生物
13278,15519,0,167,74,政治
13279,15519,2,80,69,历史
13280,15519,2,92,61,地理
13281,15519,0,194,70,音乐
13282,15519,0,137,50,美术
13283,15519,0,184,91,体育
13284,15520,3,198,61,语文
13285,15520,3,190,72,数学
13286,15520,2,97,60,英语
13287,15520,2,141,84,物理
13288,15520,2,239,93,化学
13289,15520,2,140,55,生物
13290,15520,0,208,58,政治
13291,15520,2,78,68,历史
13292,15520,2,157,60,地理
13293,15520,0,178,60,音乐
13294,15520,0,183,55,美术
13295,15520,0,196,61,体育
13296,15522,3,177,72,语文
13297,15522,3,197,90,数学
13298,15522,2,139,91,英语
13299,15522,2,116,72,物理
13300,15522,2,162,52,化学
13301,15522,2,195,95,生物
13302,15522,0,95,56,政治
13303,15522,2,185,56,历史
13304,15522,2,160,57,地理
13305,15522,0,220,84,音乐
13306,15522,0,108,84,美术
13307,15522,0,64,76,体育
13308,15523,3,78,59,语文
13309,15523,3,133,64,数学
13310,15523,2,127,94,英语
13311,15523,2,211,76,物理
13312,15523,2,111,86,化学
13313,15523,2,237,57,生物
13314,15523,0,142,55,政治
13315,15523,2,74,99,历史
13316,15523,2,114,74,地理
13317,15523,0,78,70,音乐
13318,15523,0,224,64,美术
13319,15523,0,64,64,体育
13320,15525,3,80,50,语文
13321,15525,3,237,77,数学
13322,15525,2,103,79,英语
13323,15525,2,179,85,物理
13324,15525,2,74,76,化学
13325,15525,2,134,74,生物
13326,15525,0,208,92,政治
13327,15525,2,96,92,历史
13328,15525,2,190,50,地理
13329,15525,0,153,84,音乐
13330,15525,0,203,84,美术
13331,15525,0,183,84,体育
13332,15526,3,222,72,语文
13333,15526,3,97,98,数学
13334,15526,2,117,68,英语
13335,15526,2,239,50,物理
13336,15526,2,106,69,化学
13337,15526,2,183,68,生物
13338,15526,0,217,89,政治
13339,15526,2,215,50,历史
13340,15526,2,136,53,地理
13341,15526,0,166,59,音乐
13342,15526,0,182,96,美术
13343,15526,0,97,72,体育
13344,15528,3,81,62,语文
13345,15528,3,91,66,数学
13346,15528,2,175,95,英语
13347,15528,2,129,80,物理
13348,15528,2,128,79,化学
13349,15528,2,80,81,生物
13350,15528,0,133,81,政治
13351,15528,2,83,62,历史
13352,15528,2,188,58,地理
13353,15528,0,187,75,音乐
13354,15528,0,177,78,美术
13355,15528,0,217,91,体育
13356,15529,3,122,77,语文
13357,15529,3,178,88,数学
13358,15529,2,164,91,英语
13359,15529,2,194,76,物理
13360,15529,2,60,59,化学
13361,15529,2,87,95,生物
13362,15529,0,144,62,政治
13363,15529,2,170,78,历史
13364,15529,2,231,97,地理
13365,15529,0,149,55,音乐
13366,15529,0,124,61,美术
13367,15529,0,211,51,体育
13368,15531,3,222,82,语文
13369,15531,3,155,97,数学
13370,15531,2,132,86,英语
13371,15531,2,178,96,物理
13372,15531,2,60,61,化学
13373,15531,2,237,94,生物
13374,15531,0,237,94,政治
13375,15531,2,80,97,历史
13376,15531,2,158,94,地理
13377,15531,0,205,54,音乐
13378,15531,0,149,82,美术
13379,15531,0,109,50,体育
13380,15532,3,239,85,语文
13381,15532,3,64,61,数学
13382,15532,2,170,85,英语
13383,15532,2,115,65,物理
13384,15532,2,225,51,化学
13385,15532,2,157,53,生物
13386,15532,0,214,75,政治
13387,15532,2,92,53,历史
13388,15532,2,165,91,地理
13389,15532,0,94,88,音乐
13390,15532,0,105,74,美术
13391,15532,0,107,68,体育
13392,15533,3,64,90,语文
13393,15533,3,194,63,数学
13394,15533,2,186,51,英语
13395,15533,2,75,65,物理
13396,15533,2,176,86,化学
13397,15533,2,128,79,生物
13398,15533,0,100,75,政治
13399,15533,2,174,70,历史
13400,15533,2,66,82,地理
13401,15533,0,88,85,音乐
13402,15533,0,125,78,美术
13403,15533,0,100,76,体育
13404,15534,3,109,90,语文
13405,15534,3,201,67,数学
13406,15534,2,119,75,英语
13407,15534,2,207,55,物理
13408,15534,2,109,54,化学
13409,15534,2,131,87,生物
13410,15534,0,100,90,政治
13411,15534,2,63,50,历史
13412,15534,2,60,93,地理
13413,15534,0,223,77,音乐
13414,15534,0,128,68,美术
13415,15534,0,234,95,体育
13416,15535,3,176,79,语文
13417,15535,3,64,81,数学
13418,15535,2,184,97,英语
13419,15535,2,74,65,物理
13420,15535,2,67,98,化学
13421,15535,2,87,69,生物
13422,15535,0,124,63,政治
13423,15535,2,127,88,历史
13424,15535,2,168,69,地理
13425,15535,0,188,70,音乐
13426,15535,0,156,83,美术
13427,15535,0,132,73,体育
13428,15536,3,73,91,语文
13429,15536,3,89,90,数学
13430,15536,2,199,54,英语
13431,15536,2,70,98,物理
13432,15536,2,226,68,化学
13433,15536,2,173,64,生物
13434,15536,0,90,72,政治
13435,15536,2,218,89,历史
13436,15536,2,172,93,地理
13437,15536,0,172,53,音乐
13438,15536,0,69,52,美术
13439,15536,0,82,90,体育
13440,15537,3,104,74,语文
13441,15537,3,196,91,数学
13442,15537,2,190,96,英语
13443,15537,2,68,94,物理
13444,15537,2,67,55,化学
13445,15537,2,191,71,生物
13446,15537,0,231,52,政治
13447,15537,2,168,50,历史
13448,15537,2,210,56,地理
13449,15537,0,103,90,音乐
13450,15537,0,216,67,美术
13451,15537,0,187,61,体育
13452,15538,3,82,90,语文
13453,15538,3,188,74,数学
13454,15538,2,223,57,英语
13455,15538,2,138,63,物理
13456,15538,2,167,61,化学
13457,15538,2,184,83,生物
13458,15538,0,88,53,政治
13459,15538,2,206,63,历史
13460,15538,2,201,70,地理
13461,15538,0,73,85,音乐
13462,15538,0,133,90,美术
13463,15538,0,73,62,体育
13464,15539,3,80,62,语文
13465,15539,3,130,62,数学
13466,15539,2,192,87,英语
13467,15539,2,117,92,物理
13468,15539,2,162,69,化学
13469,15539,2,86,58,生物
13470,15539,0,147,67,政治
13471,15539,2,178,60,历史
13472,15539,2,135,69,地理
13473,15539,0,154,96,音乐
13474,15539,0,81,89,美术
13475,15539,0,190,99,体育
13476,15540,3,200,96,语文
13477,15540,3,195,82,数学
13478,15540,2,180,80,英语
13479,15540,2,160,62,物理
13480,15540,2,105,55,化学
13481,15540,2,157,98,生物
13482,15540,0,138,54,政治
13483,15540,2,104,50,历史
13484,15540,2,206,78,地理
13485,15540,0,176,64,音乐
13486,15540,0,143,97,美术
13487,15540,0,75,89,体育
13488,15541,3,114,58,语文
13489,15541,3,98,91,数学
13490,15541,2,190,82,英语
13491,15541,2,177,70,物理
13492,15541,2,163,88,化学
13493,15541,2,195,84,生物
13494,15541,0,86,62,政治
13495,15541,2,216,66,历史
13496,15541,2,111,96,地理
13497,15541,0,231,61,音乐
13498,15541,0,118,80,美术
13499,15541,0,115,55,体育
13500,15542,3,197,75,语文
13501,15542,3,129,59,数学
13502,15542,2,147,56,英语
13503,15542,2,130,65,物理
13504,15542,2,170,89,化学
13505,15542,2,125,84,生物
13506,15542,0,200,72,政治
13507,15542,2,159,81,历史
13508,15542,2,165,72,地理
13509,15542,0,113,57,音乐
13510,15542,0,73,75,美术
13511,15542,0,233,50,体育
13512,15543,3,198,77,语文
13513,15543,3,140,83,数学
13514,15543,2,195,50,英语
13515,15543,2,111,80,物理
13516,15543,2,154,91,化学
13517,15543,2,180,79,生物
13518,15543,0,145,50,政治
13519,15543,2,180,93,历史
13520,15543,2,236,74,地理
13521,15543,0,114,62,音乐
13522,15543,0,138,69,美术
13523,15543,0,143,84,体育
13524,15482,3,198,93,语文
13525,15482,3,201,88,数学
13526,15482,2,196,85,英语
13527,15482,2,121,84,物理
13528,15482,2,131,94,化学
13529,15482,2,149,55,生物
13530,15482,0,191,78,政治
13531,15482,2,72,66,历史
13532,15482,2,96,67,地理
13533,15482,0,71,65,音乐
13534,15482,0,90,50,美术
13535,15482,0,186,62,体育
13536,15569,3,237,72,语文
13537,15569,3,173,73,数学
13538,15569,2,167,73,英语
13539,15569,2,196,77,物理
13540,15569,2,170,83,化学
13541,15569,2,101,88,生物
13542,15569,0,127,88,政治
13543,15569,2,224,62,历史
13544,15569,2,196,77,地理
13545,15569,0,210,51,音乐
13546,15569,0,93,71,美术
13547,15569,0,217,62,体育
13548,15570,3,69,74,语文
13549,15570,3,66,85,数学
13550,15570,2,227,53,英语
13551,15570,2,75,82,物理
13552,15570,2,84,68,化学
13553,15570,2,167,92,生物
13554,15570,0,96,84,政治
13555,15570,2,142,56,历史
13556,15570,2,106,68,地理
13557,15570,0,159,87,音乐
13558,15570,0,127,85,美术
13559,15570,0,234,56,体育
13560,15571,3,106,77,语文
13561,15571,3,196,72,数学
13562,15571,2,214,52,英语
13563,15571,2,104,56,物理
13564,15571,2,105,54,化学
13565,15571,2,128,89,生物
13566,15571,0,185,56,政治
13567,15571,2,122,51,历史
13568,15571,2,130,99,地理
13569,15571,0,78,54,音乐
13570,15571,0,128,97,美术
13571,15571,0,196,88,体育
13572,15572,3,162,54,语文
13573,15572,3,148,64,数学
13574,15572,2,193,65,英语
13575,15572,2,148,58,物理
13576,15572,2,146,88,化学
13577,15572,2,228,72,生物
13578,15572,0,119,52,政治
13579,15572,2,84,94,历史
13580,15572,2,220,93,地理
13581,15572,0,146,91,音乐
13582,15572,0,78,61,美术
13583,15572,0,158,66,体育
13584,15573,3,239,53,语文
13585,15573,3,136,74,数学
13586,15573,2,230,59,英语
13587,15573,2,117,70,物理
13588,15573,2,210,99,化学
13589,15573,2,191,93,生物
13590,15573,0,137,71,政治
13591,15573,2,189,86,历史
13592,15573,2,137,90,地理
13593,15573,0,167,80,音乐
13594,15573,0,181,50,美术
13595,15573,0,86,83,体育
13596,15574,3,92,86,语文
13597,15574,3,186,85,数学
13598,15574,2,116,96,英语
13599,15574,2,225,59,物理
13600,15574,2,230,92,化学
13601,15574,2,67,69,生物
13602,15574,0,145,92,政治
13603,15574,2,124,52,历史
13604,15574,2,178,59,地理
13605,15574,0,117,69,音乐
13606,15574,0,183,80,美术
13607,15574,0,98,66,体育
13608,15575,3,198,83,语文
13609,15575,3,214,71,数学
13610,15575,2,144,78,英语
13611,15575,2,141,89,物理
13612,15575,2,65,73,化学
13613,15575,2,218,63,生物
13614,15575,0,77,93,政治
13615,15575,2,155,59,历史
13616,15575,2,191,76,地理
13617,15575,0,187,95,音乐
13618,15575,0,181,57,美术
13619,15575,0,114,71,体育
13620,15576,3,148,92,语文
13621,15576,3,171,89,数学
13622,15576,2,184,89,英语
13623,15576,2,180,98,物理
13624,15576,2,99,62,化学
13625,15576,2,154,50,生物
13626,15576,0,124,95,政治
13627,15576,2,143,75,历史
13628,15576,2,218,81,地理
13629,15576,0,163,90,音乐
13630,15576,0,220,83,美术
13631,15576,0,234,81,体育
13632,15577,3,123,96,语文
13633,15577,3,223,93,数学
13634,15577,2,90,52,英语
13635,15577,2,93,88,物理
13636,15577,2,90,92,化学
13637,15577,2,111,59,生物
13638,15577,0,162,52,政治
13639,15577,2,113,94,历史
13640,15577,2,104,66,地理
13641,15577,0,82,91,音乐
13642,15577,0,179,55,美术
13643,15577,0,164,93,体育
13644,15578,3,107,99,语文
13645,15578,3,134,79,数学
13646,15578,2,187,58,英语
13647,15578,2,126,76,物理
13648,15578,2,148,91,化学
13649,15578,2,178,58,生物
13650,15578,0,77,69,政治
13651,15578,2,105,94,历史
13652,15578,2,171,81,地理
13653,15578,0,157,85,音乐
13654,15578,0,217,73,美术
13655,15578,0,66,50,体育
13656,15579,3,177,68,语文
13657,15579,3,174,96,数学
13658,15579,2,164,52,英语
13659,15579,2,110,51,物理
13660,15579,2,92,94,化学
13661,15579,2,223,67,生物
13662,15579,0,208,87,政治
13663,15579,2,79,51,历史
13664,15579,2,186,58,地理
13665,15579,0,120,90,音乐
13666,15579,0,140,76,美术
13667,15579,0,93,61,体育
13668,15580,3,234,59,语文
13669,15580,3,145,96,数学
13670,15580,2,227,98,英语
13671,15580,2,82,92,物理
13672,15580,2,138,58,化学
13673,15580,2,207,54,生物
13674,15580,0,208,82,政治
13675,15580,2,101,55,历史
13676,15580,2,107,95,地理
13677,15580,0,196,73,音乐
13678,15580,0,84,76,美术
13679,15580,0,138,96,体育
